quality_score,dataset_title,resource_name,resource_format,row_count,columns,components,question
8.5,Monatszahlen Arbeitsmarkt,Monatszahlen Arbeitsmarkt,csv,3276,9,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Monatszahlen Arbeitsmarkt and compare MONAT by AUSPRAEGUNG.
8.5,Stationsbasierte Carsharing-Parkplätze,WFS (CSV),csv,200,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Stationsbasierte Carsharing-Parkplätze and compare objectid by anbietername.
8.5,Allgemeine Carsharing-Parkplätze,WFS (CSV),csv,689,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Allgemeine Carsharing-Parkplätze and compare objectid by sonderparken_typ.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2008,csv,82176,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2008,csv,856,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2009,csv,140160,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2009,csv,1460,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2010,csv,140160,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2010,csv,1460,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2011,csv,175488,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2011,csv,1828,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2012,csv,210816,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2012,csv,2196,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2013,csv,210240,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2013,csv,2190,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2014,csv,210240,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2014,csv,2190,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2015,csv,210240,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2015,csv,2190,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2016,csv,210816,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2016,csv,2196,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2017,csv,210240,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2017,csv,2190,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2018,csv,210232,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2018,csv,2190,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2019,csv,74750,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2019,csv,2159,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2020,csv,210816,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2020,csv,2196,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2021,csv,2190,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2022,csv,210240,9,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2022,csv,2190,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2023,csv,192576,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2023,csv,2006,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by kommentar.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2024,csv,132672,8,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2024,csv,1382,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,15 Minuten Werte 2025,csv,148992,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München - Jahreszahlen,Tageswerte Wetter 2025,csv,1552,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München - Jahreszahlen and compare richtung_1 by zaehlstelle.
8.5,Monatszahlen Gewerbe,Monatszahlen Gewerbe,csv,424,9,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Monatszahlen Gewerbe and compare MONAT by AUSPRAEGUNG.
8.5,Monatszahlen KFZ-Erstzulassungen,Monatszahlen KFZ-Erstzulassungen,csv,11072,9,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Monatszahlen KFZ-Erstzulassungen and compare MONAT by AUSPRAEGUNG.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - Januar 2025 - Daten der Raddauerzählstellen,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - Januar 2025 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - Februar 2025 - Daten der Raddauerzählstellen München,csv,10752,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - Februar 2025 - Daten der Raddauerzählstellen München,csv,112,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - März 2025 - Daten der Raddauerzählstellen,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - März 2025 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - April 2025 - Daten der Raddauerzählstellen,csv,11520,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - April 2025 - Daten der Raddauerzählstellen München,csv,120,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - Mai 2025 - Daten der Raddauerzählstellen,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - Mai 2025 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - Juni 2025 - Daten der Raddauerzählstellen,csv,11520,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - Juni 2025 - Daten der Raddauerzählstellen München,csv,120,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - Juli 2025 - Daten der Raddauerzählstellen,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - Juli 2025 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - August 2025 - Daten der Raddauerzählstellen,csv,11905,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - August 2025 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - September 2025 - Daten der Raddauerzählstellen München,csv,120,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - September 2025 - Daten der Raddauerzählstellen,csv,11520,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - Oktober 2025 - Daten der Raddauerzählstellen München,csv,155,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - Oktober 2025 - Daten der Raddauerzählstellen,csv,14880,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - November 2025 - Daten der Raddauerzählstellen München,csv,150,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - November 2025 - Daten der Raddauerzählstellen,csv,14400,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,Tageswerte und Wetter - Dezember 2025 - Daten der Raddauerzählstellen München,csv,155,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2025,15 Minuten-Werte - Dezember 2025 - Daten der Raddauerzählstellen,csv,14880,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2025 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - Januar 2023 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - Februar 2023 - Daten der Raddauerzählstellen München,csv,16128,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - März 2023 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - April 2023 - Daten der Raddauerzählstellen München,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - Mai 2023 - Daten der Raddauerzählstellen München,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - Juni 2023 - Daten der Raddauerzählstellen München,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - Juli 2023 - Daten der Raddauerzählstellen München,csv,14880,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - Juli 2023 - Daten der Raddauerzählstellen München,csv,155,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - August 2023 - Daten der Raddauerzählstellen München,csv,14880,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - August 2023 - Daten der Raddauerzählstellen München,csv,155,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - September 2023 - Daten der Raddauerzählstellen München,csv,14400,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - September 2023 - Daten der Raddauerzählstellen München,csv,150,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - Oktober 2023 - Daten der Raddauerzählstellen München,csv,14880,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - Oktober 2023 - Daten der Raddauerzählstellen München,csv,155,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,15 Minuten-Werte - November 2023 - Daten der Raddauerzählstellen München,csv,14400,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - November 2023 - Daten der Raddauerzählstellen München,csv,150,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2023,Tageswerte und Wetter - Dezember 2023 - Daten der Raddauerzählstellen München,csv,155,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2023 and compare Unnamed: 0 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Februar 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München Februar 2019,csv,16128,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Februar 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Februar 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München Februar 2021,csv,16128,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Februar 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München April 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München April 2020,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München April 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München April 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München April 2021,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München April 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Januar 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München Januar 2017,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Januar 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Februar 2020,15 Minuten-Werte - Daten der Raddauerzählstellen München Februar 2020,csv,16704,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Februar 2020 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München September 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München September 2019,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München September 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München März 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München März 2019,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München März 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München September 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München September 2018,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München September 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München März 2017,15 Minuten-Werte - Daten der Raddauerzählstellen München März 2017,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München März 2017 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München November 2018,15 Minuten-Werte - Daten der Raddauerzählstellen München November 2018,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München November 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Mai 2019,15 Minuten-Werte - Daten der Raddauerzählstellen München Mai 2019,csv,17854,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Mai 2019 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juni 2018, 15 Minuten-Werte - Daten der Raddauerzählstellen München Juni 2018 ,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juni 2018 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juni 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München Juni 2021,csv,17280,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juni 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München Juli 2021,15 Minuten-Werte - Daten der Raddauerzählstellen München Juli 2021,csv,17856,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München Juli 2021 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - Januar 2024 - Daten der Raddauerzählstellen München,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - Januar 2024 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - Februar 2024 - Daten der Raddauerzählstellen München,csv,11136,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - Februar 2024 - Daten der Raddauerzählstellen München,csv,116,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - März 2024 - Daten der Raddauerzählstellen München,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - März 2024 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - April 2024 - Daten der Raddauerzählstellen München,csv,11520,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - April 2024 - Daten der Raddauerzählstellen München,csv,120,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - Mai 2024 - Daten der Raddauerzählstellen München,csv,11904,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - Mai 2024 - Daten der Raddauerzählstellen München,csv,124,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - Juni 2024 - Daten der Raddauerzählstellen München,csv,11520,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,Tageswerte und Wetter - Juni 2024 - Daten der Raddauerzählstellen München,csv,120,12,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
8.5,Daten der Raddauerzählstellen München 2024,15 Minuten-Werte - Juli 2024 - Daten der Raddauerzählstellen München,csv,14880,7,"InsightCard,MetricGrid,BarChart,DataTable",Summarize Daten der Raddauerzählstellen München 2024 and compare richtung_1 by zaehlstelle.
